Targets	N.A	HumanOrtho	HumanTAAS	HumanTAAS.HumanOrtho	HumanOrtho_inTAASc	HumanTAAS_inTAASc	HumanTAAS.HumanOrtho_inTAASc	Types					
0.TAEGU,GEOFO,GAVST,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,HALLE,HALAL,CATAU,CALAN	11	11	9	81.81818	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,HALLE,HALAL,CATAU,STRCA	10	10	7	70	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,MANVI,MERNU,PICPU,BUCRH	24	20	14	70	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,MELUN,FULGL,PYGAD,APTFO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MELUN,NESNO,CHLUN,TAUER	11	10	8	80	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MELUN,NESNO,PHALE,EURHE	10	9	5	55.55556	2	0	0	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,BUCRH,APTFO	2	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,BUCRH,COLST	13	13	8	61.53846	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,BUCRH,EURHE	13	9	7	77.77778	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,BUCRH,FULGL	4	4	4	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,BUCRH,HALAL	1	1	1	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,BUCRH,TAUER	9	8	7	87.5	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,CALAN,CHAPE	30	26	19	73.07692	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,MESUN,PTEGU	8	6	6	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MERNU,PICPU,PELCR,EGRGA	4	3	3	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MESUN,PTEGU,COLLI,ANAPL	3	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,MESUN,PTEGU,COLLI,PHORU	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,NESNO,FULGL,PYGAD,APTFO	2	1	1	100	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,NESNO,HALLE,HALAL,CATAU	6	5	3	60	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,NIPNI,GALGA,MELGA,ANAPL	13	12	9	75	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,OPHHO,GALGA,MELGA,ANAPL	42	37	34	91.89189	5	3	60	4_Random_controls					
0.TAEGU,GEOFO,OPHHO,MESUN,PTEGU,COLLI	2	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PELCR,EGRGA,NIPNI,CHLUN	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PELCR,EGRGA,NIPNI,FULGL	1	1	1	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PELCR,EGRGA,NIPNI,STRCA	2	2	2	100	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,PELCR,GALGA,MELGA,ANAPL	17	15	13	86.66667	3	3	100	4_Random_controls					
0.TAEGU,GEOFO,PHACA,CALAN,CHAPE,CAPCA	1	1	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PHACA,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PHALE,EURHE,MESUN,PTEGU	2	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PICPU,FULGL,PYGAD,APTFO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PICPU,GALGA,MELGA,ANAPL	74	67	49	73.13433	11	4	36.36364	4_Random_controls					
0.TAEGU,GEOFO,PYGAD,APTFO,PHALE,EURHE	2	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,PYGAD,GALGA,MELGA,ANAPL	4	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,TAUER,GALGA,MELGA,ANAPL	30	21	18	85.71429	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,TAUER,MESUN,PTEGU,COLLI	3	3	1	33.33333	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,TYTAL,CALAN,CHAPE,CAPCA	4	4	4	100	1	1	100	4_Random_controls					
0.TAEGU,HALLE,HALAL,CALAN,CHAPE,CAPCA	5	3	3	100	0	0	0	4_Random_controls					
0.TAEGU,HALLE,HALAL,CATAU,CHLUN,TAUER	1	1	0	0	0	0	0	4_Random_controls					
0.TAEGU,HALLE,HALAL,CHLUN,TAUER,CUCCA	2	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,HALLE,HALAL,GALGA,MELGA,ANAPL	27	24	17	70.83333	4	3	75	4_Random_controls					
0.TAEGU,MELUN,NESNO,CHAVO,BALRE,OPHHO	1	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,MERNU,PICPU,BUCRH,APAVI,CHAVO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,MERNU,PICPU,BUCRH,APAVI,COLST	4	3	2	66.66667	1	1	100	4_Random_controls					
0.TAEGU,MERNU,PICPU,BUCRH,APAVI,CUCCA	3	3	2	66.66667	0	0	0	4_Random_controls					
0.TAEGU,MERNU,PICPU,BUCRH,APAVI,FULGL	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,MERNU,PICPU,BUCRH,APAVI,MESUN	2	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,MERNU,PICPU,BUCRH,CHAVO,BALRE	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,MERNU,PICPU,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,NESNO,MERNU,PICPU,BUCRH,APAVI	2	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,PELCR,EGRGA,NIPNI,PHACA,CHAVO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,PELCR,EGRGA,NIPNI,PHACA,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,PELCR,EGRGA,NIPNI,PHACA,FULGL	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,TYTAL,PELCR,EGRGA,NIPNI,PHACA	4	3	1	33.33333	1	0	0	4_Random_controls					
0.TYTAL,CALAN,CHAPE,CAPCA,TINMA,STRCA	9	5	4	80	0	0	0	4_Random_controls					
0.TYTAL,CALAN,CHAPE,MESUN,PTEGU,COLLI	5	5	3	60	3	1	33.33333	4_Random_controls					
0.TYTAL,CATAU,PELCR,EGRGA,NIPNI,PHACA	0	0	0	0	0	0	0	4_Random_controls					
0.TYTAL,CHAVO,BALRE,GALGA,MELGA,ANAPL	4	3	3	100	0	0	0	4_Random_controls					
0.TYTAL,CHLUN,TAUER,GALGA,MELGA,ANAPL	6	6	5	83.33333	2	1	50	4_Random_controls					
0.TYTAL,FULGL,PYGAD,APTFO,CHLUN,TAUER	3	2	2	100	2	2	100	4_Random_controls					
0.TYTAL,HALLE,HALAL,CHAVO,BALRE,OPHHO	1	1	1	100	0	0	0	4_Random_controls					
0.TYTAL,PELCR,EGRGA,CALAN,CHAPE,CAPCA	1	1	1	100	0	0	0	4_Random_controls					
0.TYTAL,PELCR,EGRGA,MESUN,PTEGU,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.TYTAL,PELCR,EGRGA,NIPNI,PHACA,CALAN	2	2	2	100	0	0	0	4_Random_controls					
0.TYTAL,PELCR,EGRGA,NIPNI,PHACA,GAVST	3	3	3	100	0	0	0	4_Random_controls					
0.MELUN,NESNO,CALAN,CHLUN,TAUER,CUCCA	8	7	6	85.71429	0	0	0	5_Core_controls	50.14754098	39.90163934	77.89363918	7.491803279	5.426229508
0.MELUN,NESNO,CALAN,GALGA,MELGA,ANAPL	112	96	73	76.04167	10	6	60	5_Core_controls					
0.MELUN,NESNO,CALAN,MESUN,PTEGU,COLLI	9	8	7	87.5	0	0	0	5_Core_controls					
0.MELUN,NESNO,CHAVO,BALRE,OPHHO,CALAN	1	1	1	100	0	0	0	5_Core_controls					
0.MELUN,NESNO,FULGL,PYGAD,APTFO,CALAN	1	1	1	100	0	0	0	5_Core_controls					
0.MELUN,NESNO,HALLE,HALAL,CATAU,CALAN	19	17	14	82.35294	4	3	75	5_Core_controls					
0.MELUN,NESNO,MERNU,PICPU,BUCRH,CALAN	19	17	10	58.82353	3	1	33.33333	5_Core_controls					
0.MELUN,NESNO,PELCR,EGRGA,NIPNI,CALAN	4	4	2	50	0	0	0	5_Core_controls					
0.TAEGU,GEOFO,CORBR,CALAN,CHLUN,TAUER	23	21	16	76.19048	5	3	60	5_Core_controls					
0.TAEGU,GEOFO,CORBR,CALAN,GALGA,MELGA	226	196	155	79.08163	34	29	85.29412	5_Core_controls					
0.TAEGU,GEOFO,CORBR,CALAN,MESUN,PTEGU	38	34	29	85.29412	8	4	50	5_Core_controls					
0.TAEGU,GEOFO,CORBR,CALAN,PHORU,PODCR	31	25	21	84	5	4	80	5_Core_controls					
0.TAEGU,GEOFO,CORBR,CALAN,TINMA,STRCA	171	146	117	80.13699	18	14	77.77778	5_Core_controls					
0.TAEGU,GEOFO,CORBR,CHAVO,BALRE,CALAN	12	12	9	75	1	1	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,HALLE,HALAL,CALAN	74	66	48	72.72727	9	5	55.55556	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,ANAPL	92	78	61	78.20513	12	7	58.33333	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,APAVI	90	78	62	79.48718	12	6	50	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,APTFO	14	13	8	61.53846	3	1	33.33333	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,BALRE	44	36	23	63.88889	10	6	60	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,BUCRH	95	84	68	80.95238	10	8	80	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,CAPCA	64	55	50	90.90909	7	6	85.71429	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,CARCR	37	33	25	75.75758	7	5	71.42857	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,CATAU	30	26	20	76.92308	3	3	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,CHAVO	48	44	33	75	13	8	61.53846	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,CHLUN	58	52	46	88.46154	4	4	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,COLLI	124	117	92	78.63248	18	14	77.77778	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,COLST	118	95	73	76.84211	15	10	66.66667	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,CUCCA	105	93	73	78.49462	16	12	75	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,EGRGA	51	43	34	79.06977	4	2	50	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,EURHE	81	70	61	87.14286	7	7	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,FALPE	98	85	66	77.64706	23	17	73.91304	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,FULGL	24	21	15	71.42857	2	2	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,GALGA	64	53	45	84.90566	5	4	80	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,GAVST	30	27	22	81.48148	3	1	33.33333	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,HALAL	6	6	3	50	1	1	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,HALLE	10	9	8	88.88889	2	2	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,LEPDI	44	40	34	85	4	4	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,MELGA	48	41	34	82.92683	2	2	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,MERNU	105	90	76	84.44444	13	13	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,MESUN	74	68	51	75	11	8	72.72727	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,NIPNI	27	23	18	78.26087	3	1	33.33333	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,OPHHO	73	61	52	85.2459	8	7	87.5	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PELCR	33	30	27	90	2	2	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PHACA	50	46	39	84.78261	4	4	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PHALE	49	43	35	81.39535	6	4	66.66667	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PHORU	38	28	24	85.71429	5	4	80	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PICPU	168	153	115	75.1634	22	13	59.09091	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PODCR	54	45	33	73.33333	7	4	57.14286	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PTEGU	80	70	58	82.85714	9	6	66.66667	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,PYGAD	13	11	11	100	0	0	0	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,STRCA	80	72	48	66.66667	5	3	60	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,TAUER	65	49	37	75.5102	11	8	72.72727	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,TINMA	103	97	86	88.65979	12	10	83.33333	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,TYTAL	54	44	37	84.09091	5	5	100	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MERNU,PICPU,CALAN	112	96	74	77.08333	17	11	64.70588	5_Core_controls					
0.TAEGU,GEOFO,CORBR,PELCR,EGRGA,CALAN	14	13	9	69.23077	2	1	50	5_Core_controls					
0.TAEGU,GEOFO,CORBR,PHALE,EURHE,CALAN	27	25	19	76	5	3	60	5_Core_controls					
0.TAEGU,GEOFO,CORBR,PYGAD,APTFO,CALAN	36	27	22	81.48148	5	4	80	5_Core_controls					
0.APTFO,BALRE,CHAVO,EGRGA,FULGL,GAVST,NIPNI,PELCR,PHACA,PHALE,PHORU,PODCR,PYGAD	0	0	0	0	0	0	0	5_Core_controls					
0.CARCR,CATAU,FALPE,HALAL,HALLE,LEPDI,TYTAL	3	3	2	66.66667	2	1	50	5_Core_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,CHAPE	129	115	96	83.47826	23	17	73.91304	5_Core_controls					
